country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,price_tier,is_provence
Italy,This is textbook Prosecco Extra Dry with sweet fragrances of stone fruit and white flower backed by mineral shadings and delicious honey. The wine is simple with lively acidity on the close.,Col del Sas Extra Dry,86,18.0,Veneto,Prosecco di Valdobbiadene,,,,Spagnol NV Col del Sas Extra Dry  (Prosecco di Valdobbiadene),Prosecco,Spagnol,15_20,0
Portugal,"Made from old vines, this rich rosé is full of fruit. It has fine acidity as well as wild-strawberry flavors. The texture, lightly mineral, gives the wine a crisp, tight shape. With a fresh aftertaste, the wine will be just right for food.",Lua Cheia em Vinhas Velhas,88,14.0,Douro,,,Roger Voss,@vossroger,Wines & Winemakers 2015 Lua Cheia em Vinhas Velhas Rosé (Douro),Rosé,Wines & Winemakers,10_15,0
France,"Packed with red fruits and crisp acidity, this lively wine has a tight mousse, while the red-currant fruitiness adds intense acidity. The wine is bright and ready to drink.",La Burgondie Rosé Brut,88,10.0,Burgundy,Crémant de Bourgogne,,Roger Voss,@vossroger,Bailly-Lapierre NV La Burgondie Rosé Brut  (Crémant de Bourgogne),Sparkling Blend,Bailly-Lapierre,under_10,0
Italy,"Truffle, underbrush, new leather and chopped herb aromas slowly emerge in the glass. The bright, elegantly structured palate delivers tart cherry, licorice and tobacco alongside vibrant acidity and tightly wound noble tannins. It's still youthfully austere so give it time to develop. Drink 2023–2033.",Bussia Dardi Le Rose,93,80.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Poderi Colla 2013 Bussia Dardi Le Rose  (Barolo),Nebbiolo,Poderi Colla,50_100,0
US,"This Zin speaks to compelling red fruit, plum and vanilla, with light oak presence. It's balanced yet still plenty big, showing off its well-worn roots within an historic vineyard. Before veering into syrupy territory, it pulls back, letting leathery cinnamon and black pepper have their say.",Monte Rosso Vineyard,89,45.0,California,Sonoma Valley,Sonoma,Virginie Boone,@vboone,Rosenblum 2011 Monte Rosso Vineyard Zinfandel (Sonoma Valley),Zinfandel,Rosenblum,30_50,0
US,"Deep penetrating sour-cherry and raspberry flavors are balanced against brisk blood-orange acidity in this dry Pinot Noir rosé. Full bodied and slightly silky on the palate, it's a satisfyingly mouthfilling but invigorating wine to enjoy now through the fall months.",Dry,90,18.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Damiani 2016 Dry Rosé (Finger Lakes),Rosé,Damiani,15_20,0
France,"This blend of Cinsault, Grenache and Syrah is attractively fruity. It has a crisp texture that gives it a bright character, red-currant fruitiness and intense refreshing acidity. The aftertaste is elegant and fruity. The wine's name (meaning to dare) is an anagram of Rosé. Drink now.",Oser,90,21.0,Provence,Côtes de Provence,,Roger Voss,@vossroger,Domaine Clos Gautier 2016 Oser Rosé (Côtes de Provence),Rosé,Domaine Clos Gautier,20_30,1
France,"This is a ripe, full and fruity wine. It is packed with attractive red-berry fruits and a crisp dry backbone. The acidity and the bright aftertaste make it a fine food rosé. It comes from a small appellation surrounded by the large Côtes de Provence area.",,90,23.0,Provence,Coteaux Varois en Provence,,Roger Voss,@vossroger,Domaine Harmonie des Arpents 2016 Rosé (Coteaux Varois en Provence),Rosé,Domaine Harmonie des Arpents,20_30,1
France,"Produced from organic grapes, the wine is ripe and packed with fruit. It has a delicious line of acidity, as well as weight and peach and red-fruit flavors. The acidity keeps the exuberance in check. Drink now.",Paparazzi,90,30.0,Provence,Côtes de Provence,,Roger Voss,@vossroger,Domaine Sainte-Marie 2016 Paparazzi Rosé (Côtes de Provence),Rosé,Domaine Sainte-Marie,20_30,1
Italy,"An easy-drinking rosato, this has dusty aromas of dried rose petal, stone fruit and citrus. The mouthfeel is clean, lean and crisp.",Le Pitre,86,29.0,Southern Italy,Salento,,,,Villa Mottura 2011 Le Pitre Rosato (Salento),Rosato,Villa Mottura,20_30,0
France,"An attractively fragrant rosé, this is very crisp and clean. It has lively raspberry and red currant flavors that are lightly touched by a herb note. A bright finish completes this refreshing wine.",,86,14.0,Bordeaux,Bordeaux Rosé,,Roger Voss,@vossroger,Chateau le Grand Verdus 2011 Rosé (Bordeaux Rosé),Rosé,Chateau le Grand Verdus,10_15,0
France,"There's a slightly confected top-note of cotton candy or bubble gum to this wine, but also decent concentration of canteloupe and peach fruit aromas and flavors. It's plump and medium-bodied, with a touch of refreshing minerality on the finish.",Magali,87,15.0,Provence,Côtes de Provence,,Joe Czerwinski,@JoeCz,Saint André de Figuière 2007 Magali Rosé (Côtes de Provence),Rosé,Saint André de Figuière,10_15,1
France,"This is smoky and minerally upfront, influenced by barrel notes, but there's also some intense strawberry and raspberry fruit on the palate and a minerally reprise on the concentrated finish.",,87,40.0,Provence,Côtes de Provence,,Roger Voss,@vossroger,Château d'Esclans 2006 Rosé (Côtes de Provence),Rosé,Château d'Esclans,30_50,1
US,"Bonterra's first rosé, showing the clean purity and balance that nearly always characterize its wines. Bone dry and vibrant in acidity, this Sangiovese, Zinfandel and Grenache blend has tart cherry, raspberry, tea and vanilla flavors. You might want to open it early to let some sulfur blow off.",,86,13.0,California,Mendocino County,,,,Bonterra 2007 Rosé (Mendocino County),Rosé,Bonterra,10_15,0
France,"Slightly confected on the nose, showing cotton candy and bubble gum aromas, but you'll also find plenty of strawberry-raspberry flavors. Very fruity and clean, with a fresh finish.",Rosé du Mas,86,15.0,Provence,Les Baux de Provence,,Joe Czerwinski,@JoeCz,Mas de la Dame 2007 Rosé du Mas Rosé (Les Baux de Provence),Rosé,Mas de la Dame,10_15,1
US,"This is a blush wine made primarily from the Spanish variety, Tempranillo. It's fairly dark for a rosé and quite full-bodied in cherry jam, pepper and vanilla flavors, while a splash of Albariño adds needed acidity and the bright taste of citrus.",Rosado,86,12.0,California,Sierra Foothills,Sierra Foothills,,,Stevenot 2007 Rosado Rosé (Sierra Foothills),Rosé,Stevenot,10_15,0
US,"An uncommon source grape for pink wine, this Nebbiolo shows lemon juice and watermelon on the rather rich and inviting nose. The palate's grippy texture packs flavors of strawberry fruit and lime zest, with acidic energy that would make a perfect pairing for fried chicken or heartier fish.",Rosé of,88,,California,Santa Ynez Valley,Central Coast,Matt Kettmann,@mattkettmann,Bernat 2014 Rosé of Nebbiolo (Santa Ynez Valley),Nebbiolo,Bernat,,0
Italy,"Aromas of acacia, mature apple, hazelnut and an unusual balsamic note lead the nose. The palate is already evolved and has lost most of its fruit richness and freshness, offering instead honeyed mineral, toasted nut and a hint of dried citrus peel.",Hierà,86,21.0,Sicily & Sardinia,Terre Siciliane,,Kerin O’Keefe,@kerinokeefe,Hauner 2015 Hierà Rosé (Terre Siciliane),Rosé,Hauner,20_30,0
Portugal,This is a really refreshing style of rosé. Its fruity raspberry and red-currant flavors are shot through with fine acidity and a lively crisp aftertaste. Drink this attractive wine now.,Pouca Roupa,86,13.0,Alentejano,,,Roger Voss,@vossroger,J. Portugal Ramos 2016 Pouca Roupa Rosé (Alentejano),Rosé,J. Portugal Ramos,10_15,0
US,"This wine's light, sugary, red cherry and watermelon aromas lead to similar flavors and a light, lean texture. It has a bright coral color that's eye-catching.",,85,20.0,California,California,California Other,Jim Gordon,@gordone_cellars,Cellars 33 2016 Rosé (California),Rosé,Cellars 33,15_20,0
France,This wine has a touch of caramel as well as spice. Both work well with the red fruits that shine through this ripe wine. It is ready to drink.,,85,,Bordeaux,Bordeaux Rosé,,Roger Voss,@vossroger,Château Lalande Méric 2016 Rosé (Bordeaux Rosé),Rosé,Château Lalande Méric,,0
France,"Light and fruity, this is a crisp wine with good acidity. a tangy character and a yeasty edge. Drink now.",,85,15.0,Bordeaux,Bordeaux Rosé,,Roger Voss,@vossroger,Château Lauduc 2016 Rosé (Bordeaux Rosé),Rosé,Château Lauduc,10_15,0
Portugal,"This is a crisp, clean and refreshing wine. There is just the lightest sense of tannin giving the wine a zingy edge. Other than that, it is red-berry fruits all the way. Drink now.",Bigode,85,9.0,Lisboa,,,Roger Voss,@vossroger,DFJ Vinhos 2016 Bigode Rosé (Lisboa),Rosé,DFJ Vinhos,under_10,0
Italy,Delicate scents of spring blossom and citrus carry over to the bright simple palate along with sour cherry. Zesty acidity gives it tangy finish.,The Wanted Zin Blush,85,14.0,Southern Italy,Puglia,,Kerin O’Keefe,@kerinokeefe,Orion Wines 2016 The Wanted Zin Blush Rosato (Puglia),Rosato,Orion Wines,10_15,0
Italy,"Subtly scented, this opens with aromas of citrus zest, spring flower and wild berry. It's fresh and informal, with light strawberry and sour-cherry flavors supported by fresh acidity.",Heaven Scent,85,20.0,Veneto,Bardolino Chiaretto,,Kerin O’Keefe,@kerinokeefe,Villa Cordevigo 2016 Heaven Scent  (Bardolino Chiaretto),Rosato,Villa Cordevigo,15_20,0
Italy,"Made with Nero di Troia grapes, this has aromas of wild rose, citrus peel and a whiff of Mediterranean brush. The bright informal palate offers sour cherry and strawberry accompanied by zesty acidity.",Rosé di Lulu,85,18.0,Southern Italy,Murgia,,Kerin O’Keefe,@kerinokeefe,Botromagno 2016 Rosé di Lulu Rosato (Murgia),Rosato,Botromagno,15_20,0
Italy,"Made with Nero d'Avola and aged in wood, this unusual rosato opens with aromas that recall mature red fruit, cake spice, chopped sage, oak and a balsamic note. The smooth, round palate offers candied red cherry, tangerine zest, toasted almond and a note of candied ginger alongside bright acidity. It has a tutti frutti finish but the overall array of flavors gives it some depth.",Memorie,88,25.0,Sicily & Sardinia,Sicilia,,Kerin O’Keefe,@kerinokeefe,Feudo Antico 2010 Memorie Rosato (Sicilia),Rosato,Feudo Antico,20_30,0
Portugal,"A light, crisp blend of Merlot and Syrah, this is soft and gently fruity. Raspberry and red-currant flavors shine easily through this simple wine.",Samora,85,12.0,Tejo,,,Roger Voss,@vossroger,Wines & Winemakers 2016 Samora Rosé (Tejo),Rosé,Wines & Winemakers,10_15,0
Argentina,"Aromas of dish soap and fruit salad show on the nose while the palate brings pink grapefruit and orange. A citric finish with a peppery note lacks acidity, so drink now.",Malbec,85,13.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Alta Vista 2016 Malbec Rosé (Mendoza),Rosé,Alta Vista,10_15,0
Argentina,"This youthful pink-colored number smells of dusty cherry and Lifesavers. A juicy palate has a soda-like feel, while flavors of raspberry and cherry are light and dilute across the finish.",Sustainably Farmed Estate Grown and Bottled,85,10.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Zolo 2017 Sustainably Farmed Estate Grown and Bottled Rosé (Mendoza),Rosé,Zolo,under_10,0
Portugal,"Lisboa, with its cool climate, lends itself to crisp rosés like this. This lively fruity wine is touched by hints of vanilla and layers of red-fruit flavors. It is light and ready to drink.",Pinta Negra,85,9.0,Lisboa,,,Roger Voss,@vossroger,Adega Mãe 2015 Pinta Negra Rosé (Lisboa),Rosé,Adega Mãe,under_10,0
US,"Fragrant with a mix of sweet grass and dusty blossom, this pleasant Sauvignon Blanc makes you wonder why the grape is so rare in Oregon. Here in the Umpqua Valley it finds a sweet spot, fresh and varietal, round and tart, with the added complexity of the flowery aromatics.",,90,18.0,Oregon,Umpqua Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Melrose 2010 Sauvignon Blanc (Umpqua Valley),Sauvignon Blanc,Melrose,15_20,0
Spain,"Aromas of rhubarb, herbs and strawberry mark the nose. This feels solid and mostly fresh, while flavors of pickled rhubarb and briny plum come with sugary sweetness in front of a salty finish.",Brut Rose,84,13.0,Catalonia,Cava,,Michael Schachner,@wineschach,Conde de Subirats NV Brut Rose Sparkling (Cava),Sparkling Blend,Conde de Subirats,10_15,0
Spain,"Pickled, briny aromas of citrus and berry fruits are modest. On the palate, this is soft and low on acidity. Flavors of raspberry, cherry and red currant are mild, with a touch of bitterness.",Brut Rose,84,14.0,Catalonia,Cava,,Michael Schachner,@wineschach,Biutiful NV Brut Rose Garnacha (Cava),Garnacha,Biutiful,10_15,0
US,"All Merlot, this pale-pink wine offers aromas of herbs, grass and cherry. Though the label suggests otherwise, it drinks off dry, with pit-fruit flavors.",Dry,84,18.0,Washington,Ancient Lakes,Columbia Valley,Sean P. Sullivan,@wawinereport,Cave B 2014 Dry Rosé (Ancient Lakes),Rosé,Cave B,15_20,0
France,"Soft, ripe and fruity, this spicy wine has attractive acidity. It offers a light texture, pepper and a bite of orange zest at the end.",Juliette,84,13.0,France Other,Mediterranée,,Roger Voss,@vossroger,Domaine de la Sanglière 2014 Juliette Rosé (Mediterranée),Rosé,Domaine de la Sanglière,10_15,0
France,"Fresh and fruity, this is a ripe, cherry-flavored wine (hence the name Griottes, a type of cherry). It is light with a straight line of acidity that cuts through the attractive fruitiness. Drink immediately.",Les Griottes,85,,Beaujolais,Beaujolais Rosé,,Roger Voss,@vossroger,Domaine du Vissoux 2014 Les Griottes Rosé (Beaujolais Rosé),Rosé,Domaine du Vissoux,,0
Argentina,"Salmon-colored and spritzy, this rosé of Pinot Grigio smells stony and peachy. A zesty palate has sizzle and zest to it, while stone-fruit and minerally flavors are salty prior to a mildly bitter finish that tastes of pithy citrus.",Piedra Negra Pinot Gris Alta Colección,85,12.0,Mendoza Province,Uco Valley,,Michael Schachner,@wineschach,François Lurton 2015 Piedra Negra Pinot Gris Alta Colección Rosado (Uco Valley),Rosado,François Lurton,10_15,0
France,"Initially wood dominates, but this is a stage after bottling. Because then the ripe, smooth fruit comes in, pouring through with black fruits, very ripe and juicy. As this wine develops, this rich fruit will be its main character.",,93,90.0,Bordeaux,Saint-Julien,,Roger Voss,@vossroger,Château Gruaud Larose 2009  Saint-Julien,Bordeaux-style Red Blend,Château Gruaud Larose,50_100,0
US,"Based on Chardonnay and Pinot Noir, this luxe rosé bubbly is delicious to drink now. It's likeable for the array of strawberry, orange and lime flavors, with that savory sparkling wine yeastiness, and the bubbles are smooth and refined. Will set off many different foods, but sushi is a definite hit.",Etoile Rosé,93,50.0,California,Sonoma-Napa,Napa-Sonoma,,,Chandon NV Etoile Rosé Sparkling (Sonoma-Napa),Sparkling Blend,Chandon,30_50,0
